total_return,cagr,max_drawdown,win_rate,profit_factor,total_trades,sharpe_ratio,avg_win,avg_loss,range_start_time,range_end_time,atr_sl,tp_ratio,mult,risk_per_trade,exit_eod,trailing_stop,take_partial,latest_entry_time
54.85152217723108,1332.5522699027035,-28.32196105531105,33.33333333333333,1.9152302125002816,24,4.615375463172073,14.347932771536136,-3.745746249691126,12:00:00,13:00:00,2.0,3.0,2.5,0.03,False,True,False,18:00:00
54.85152217723108,1332.5522699027035,-28.32196105531105,33.33333333333333,1.9152302125002816,24,4.615375463172073,14.347932771536136,-3.745746249691126,12:00:00,13:00:00,1.0,3.0,2.5,0.03,False,True,False,18:00:00
54.85152217723108,1332.5522699027035,-28.32196105531105,33.33333333333333,1.9152302125002816,24,4.615375463172073,14.347932771536136,-3.745746249691126,12:00:00,13:00:00,1.5,3.0,2.5,0.03,False,True,False,18:00:00
54.85152217723108,1332.5522699027035,-28.32196105531105,33.33333333333333,1.9152302125002816,24,4.615375463172073,14.347932771536136,-3.745746249691126,12:00:00,13:00:00,0.5,3.0,2.5,0.03,False,True,False,18:00:00
41.112798477908854,713.7396697667488,-28.321961055311046,36.0,1.7716870241724965,25,3.873126257552559,10.487701952432987,-3.3297824433742536,12:00:00,13:00:00,1.0,2.5,2.5,0.03,False,True,False,18:00:00
41.112798477908854,713.7396697667488,-28.321961055311046,36.0,1.7716870241724965,25,3.873126257552559,10.487701952432987,-3.3297824433742536,12:00:00,13:00:00,0.5,2.5,2.5,0.03,False,True,False,18:00:00
41.112798477908854,713.7396697667488,-28.321961055311046,36.0,1.7716870241724965,25,3.873126257552559,10.487701952432987,-3.3297824433742536,12:00:00,13:00:00,1.5,2.5,2.5,0.03,False,True,False,18:00:00
41.112798477908854,713.7396697667488,-28.321961055311046,36.0,1.7716870241724965,25,3.873126257552559,10.487701952432987,-3.3297824433742536,12:00:00,13:00:00,2.0,2.5,2.5,0.03,False,True,False,18:00:00
40.252864870425384,684.016538553446,-30.60629214407343,33.33333333333333,1.6397766126252726,30,3.430496031603273,10.316992697629226,-3.145853105293343,12:00:00,13:00:00,1.0,2.5,2.5,0.03,False,True,False,20:00:00
40.252864870425384,684.016538553446,-30.60629214407343,33.33333333333333,1.6397766126252726,30,3.430496031603273,10.316992697629226,-3.145853105293343,12:00:00,13:00:00,1.5,2.5,2.5,0.03,False,True,False,20:00:00
